language,id,country,user_type,organization,surname,feedback,status,company_size,first_name,reference_initiative,date_feedback,publication,publication_id,publication_status,tr_number,scope,governance_level
en,2665331,BEL,company,AstraZeneca,,"AstraZeneca (AZ) welcomes the proposed draft Artificial Intelligence (AI) Act and believes that harmonised EU rules on AI can pre-empt a possible fragmentation of the single market and foster the safe and responsible development, use, and uptake of AI in the European Union. 

Tightening the definition of ‘AI’ and ‘Systems’ to exclude legacy activities: The language used to define AI in the draft legislation is very broad and includes all statistical computations and analyses. Like many of its peers in the biomedical, pharmaceutical, and healthcare sector, AZ is a science- and data-driven business. AZ has routinely used the scientific method, statistical analyses, and computational methods for decades. Applications include biological discovery science, the enabling of clinical trials, interventional research, drug product approval, and post-marketing activities. The currently proposed inclusive definition of AI would encompass a large portion of the daily work of many biomedical and pharmaceutical companies. These activities were historically neither thought of or classed as ‘AI’ nor identified as conferring additional risks (often to the contrary). 

We would appreciate further dialogue on a definition of AI that does not capture legacy activities and takes into consideration existing requirements in the field of diagnostics and medical products.  Similarly, further guidance on the definition of a ‘system’ would be beneficial to data-driven industries to understand what activities are in and out of scope for this regulation. 

AZ’s AI applications: 
- AI systems put into service for own use: internal systems that include machine learning, language processing, and decision assistance and automation using AI. The developers of our AI solutions are often also the end-users 
- Upstream use cases, where sector-specific processes or regulations mitigate risk: include an AI modelling tool that predicts compound safety and efficacy prior to adding the compound to the company portfolio
- Medical software products developed using or containing AI: use of AI and machine learning technologies to enhance the medical device development process and indeed as a core component of the medical device itself. We have developed quality management systems for medical device design, development, and manufacturing and have recently endeavoured to supplement these systems with good machine learning practices. 
- AI systems that support patient stratification e.g. diagnostics
- Facial Recognition for employee and site security

Determining AI risk categories: AZ supports the premise of the proposal that in the health sector where public health is paramount, AI supporting human decisions must be reliable and accurate. 
The proposal lays down a risk methodology to define “high-risk” AI systems and the European Council has called for a clear determination of those AI applications that should be considered high-risk. AZ’s supports this approach to ensure legal certainty and facilitates innovation and continued investments in AI technologies. We also strongly encourage a proportionate application of all relevant requirements.
Our reading of the proposed Article 6 in conjunction with Annex II and Annex III of the draft Artificial Intelligence Act suggests a limited amount of AZ’s current applications of AI would be categorised as high-risk, including the following:
- Software as a medical device;
- AI systems acting as or supporting diagnostics (e.g. that support patient stratification); and
- AI systems used in facial recognition for employee and site, and information security.

Codes of Conduct: AZ develops and uses AI technology in line with its Principles for Ethical Data and AI as well as its Code of Ethics and Ethics & Transparency Commitment under its Sustainability Ambition. AZ is committed to review its Principles against relevant requirements incorporated in the final AI Act.",PUBLISHED,large,,COM(2021)206,2021-08-04 14:19:41,anonymous,24212003,closed,249402638316-62,,
nl,2665329,NLD,other,Netherlands Normalisation Institute (NEN),Meuleman,The Medical Device / AI Expert Group (MD-AIG) established by Netherlands Normalisation Institute (NEN) welcomes the European Commission’s (EU) proposal for a Regulation laying down harmonised rules on Artificial Intelligence to ensure the safety and security of European consumers in the area of Artificial Intelligence. Attached document provides full feedback on the AI Act seen from the medical device sector perspective and an analysis of the AI Act in light of the Medical Device Regulation.,PUBLISHED,large,Lysette,COM(2021)206,2021-08-04 13:51:28,withinfo,24212003,closed,,,
en,2665323,FRA,company,Laboratoire national de métrologie et d'essais (LNE),LOMMATZSCH,"In the context of the European Commission's call for opinions on its proposed regulation on artificial intelligence (the so-called ""AI Act""), the LNE thought it would be useful to communicate a number of remarks which are presented in the document attached.",PUBLISHED,large,Thomas,COM(2021)206,2021-08-04 13:48:40,withinfo,24212003,closed,,,
en,2665321,DEU,business_association,Gesamtverband der Deutschen Versicherungswirtschaft e. V. ,Lange,Please find our position in the attached position paper.,PUBLISHED,large,Maximilian,COM(2021)206,2021-08-04 13:35:40,withinfo,24212003,closed,6437280268-55 ,,
en,2665315,FIN,academic_research_instittution,Finnish Center for Artificial Intelligence,Myllymäki,"The highly commendable goal of the proposed act is to provide a legal framework in Europe that encourages innovation and investments in artificial intelligence, while ensuring that the results are lawful, safe and trustworthy, respecting human rights. In order to reach this goal, the legal framework needs to be understandable, transparent and adequately measured. In its proposed form, the act does not properly fulfill these requirements.

The main cause for unclarity lies in the scope of the regulation, which is not technology neutral, but is based on a definition of AI. By giving a definition of AI, the act implicitly defines a class of ""non-AI systems"", which together with the categorization of use cases, partitions the landscape into four classes:
A. High-risk (or prohibited) use case and an AI system.
B. High-risk (or prohibited) use case and a non-AI system.
C. Low-risk use case and an AI system.
D. Low-risk use case and a non-AI system.
It is evident that C and D are not the target of regulation, while A clearly is, but what about B? What is the message here: are for example social scoring systems allowed as long as the underlying technology does not match some definition of AI? As the answer from the moral perspective clearly must be ""no"", the proposal tries to circumvent this dilemma by making the definition of AI extremely broad, and by listing numerous sub-fields of AI, but this does not remove the basic problem: as long as there is a technical definition of AI, it forms a serious loophole by creating a class of (non-AI) software systems that by definition are not regulated by the proposed act. If the idea is to make the definition so broad that it covers all digital systems, then the formulation is just confusing.

A simple solution: define an AI system to mean any software system that is applied in a high-risk or prohibited use case defined in the act. This definition is easy to understand, unambiguous, technology neutral and completely future proof, covering all new technologies that may emerge in the future.

The above formulation also removes a serious cause for unclarity, since the attempt to define AI by listing a number of subfields of AI does not constitute a useful definition that can be used for unequivocally determining whether a certain technology is within the scope of the field or not, as the subfields themselves are not defined. The possibility to add more subfields in the list later does not improve the situation, and any attempts to ""define"" AI in this way are doomed to fail, and just create loopholes and are a serious cause for confusion. Luckily, as explained above, this is not required at all.

Other questions / causes for unclarity:
- What is the rationale for selecting the high-risk use cases listed in the proposal, why these sectors? The underlying logic would be important to understand as the EC reserves itself the right to amend the list later.
- What are the ""essential public and private services"" listed as a high-risk case? Are for example internet search engines essential public services? What about social media, for example for people whose income depends on their social media exposure?
- The spirit of the proposed act seems to be to regulate products or services that will be brought to the market, not scientific research, but this should be stated more clearly: what exactly is the scope, and what about joint research (for example company-university research projects), at which point does this type of activities enter the scope?
- What are the proposed ""regulatory sandboxes"" like: who defines them, who builds them, who maintains them, who can use them?

FCAI supports the risk-based approach adopted in the proposal, but would make this view even more central and make the act completely technology neutral by removing the futile and unnecessary attempts to define the technologies that can be used. This would create a more adaptive, understandable and future proof basis for regulation.",PUBLISHED,large,Petri,COM(2021)206,2021-08-04 12:45:09,withinfo,24212003,closed,039049138497-12,,
en,2665314,NOR,public_authority,Ministry of Local Government and Modernisation,ONGRE,See attachment.,PUBLISHED,large,Camilla,COM(2021)206,2021-08-04 12:41:53,withinfo,24212003,closed,,national,authority
en,2665299,CYP,academic_research_instittution,University of Central Lancashire Cyprus campus,LAULHE SHAELOU,"The Regulation is an important step towards ensuring that AI is used in a transparent manner, abiding to specific qualitative requirements.  Nevertheless, the Regulation in its current from appears disassociated with other initiatives which also touch upon AI, while not doing enough to capture a bigger picture of the impact of AI.  The Regulation does not clarify how it interacts with the Digital Services Act (DSA) in relation to the AI requirements present in the Regulation. As regards the risk-based approach adopted in the Regulation, two main points should be addressed.  Firstly, the Regulation leaves (intentionally?) a gap between ‘high risk’ AI and ‘low risk’ AI, as there is no mention of an ‘average AI’. As a result, tech companies may use this gap to abide to fewer or no requirements.  Secondly, the Regulation is almost exclusively focused on ‘high risk’ AI, as all the prerequisites, save the one Title IV on the ‘Transparency Obligations for Certain AI systems’, only applies to ‘high risk AI’ systems.  Thus, the European Commission should take steps to introduce similar/equivalent/proportionate standards for ‘average’ and ‘low or minimal risk’ AI in the current Regulation and/or by virtue of a new legal instrument of secondary legislation or otherwise specifically for this AI.   In addition, the Regulation through this risk-based approach appears to fail to recognise the competition implications that the ‘low risk’ AI entails, where big tech companies may misuse their AI systems to promote their own platforms or services.  As implications reach intellectual property and other business rights as well as inclusive citizen engagement, the Commission should take further steps to create a pluralistic digital environment. Last but not least, the introduction of AI in numerous aspects of daily life should hinder neither fundamental rights, nor a human centric approach.  The Commission should consider introducing new rights in the Regulation, with the rights enshrined in the EU Charter of Fundamental Rights as a basis, similar to the right to be forgotten in the GDPR.  For instance, the Regulation does refer to transparency obligation by AI systems, although the magnitude of certain situations merit genuine human contact, such as medical decisions. The rights proposed are the right not to be manipulated, the right to be neutrally informed online and the right to meaningful human contact.",PUBLISHED,medium,Stephanie,COM(2021)206,2021-08-04 11:13:41,withinfo,24212003,closed,,,
sv,2665297,SWE,business_association,BIL Sweden,BACKLUND,"BIL Sweden is thankful for the opportunity by the Commission to submit comments on the proposed AI Act, and is pleased to be available for further discussions or any clarifications.
Attached please find BIL Sweden’s response to the European Commission’s public consultation on ”Proposal for a regulation of the European Parliament and of the Council laying down harmonised rules on artificial intelligence (Artificial Intelligence Act) and amending certain union legislative acts”, 2021/0106 (COD).


",PUBLISHED,small,Maria,COM(2021)206,2021-08-04 10:33:30,withinfo,24212003,closed,,,
en,2665296,BEL,other,"Data, AI and Robotics aisbl",Trino,"BDVA/DAIRO welcomes the opportunity to provide feedback to the European Commission’s proposal for AI Regulation as there is a clear need for a solid AI European approach based on European values.

BDVA/DAIRO supports the idea that there should be a balance between regulation and innovation, and that new rules should facilitate investment and innovation. For this reason, the specific objective of the proposed regulatory framework to “ensure legal certainty to facilitate investment and innovation in AI” is highly supported by the BDVA/DAIRO community. However, the cost, time, infrastructure and knowledge needed to implement this regulation may be burdensome. Small companies, research and education organizations might not be able to easily follow the regulatory developments and might be affected negatively e.g. by a lack of sufficiently qualified personnel, resulting in hard implementation that can hinder innovation and competitiveness. Very solid investments for the implementation of this regulation are needed and in this respect BDVA/DAIRO observes that the European Commission’s Coordinated Plan on AI considers and supports the implementation of the future AI Regulation.

To accelerate the adoption of Industrial and Trustworthy AI in Europe, the association stresses the need to develop and invest in engineering and standardisation frameworks for Industrial and Trustworthy AI (such as the one BDVA is developing in collaboration with the Franco-German initiative) and calls for strong collaboration with national initiatives working on Industrial AI to align and coordinate efforts on this matter.

The association supports and highlights the importance of Data quality and Data governance for AI as paramount, and underlines the fundamental connection between AI and Data. BDVA/DAIRO welcomes also the link to other legislative acts, such as the GDPR, and underlines the alignment needed with the Data Governance Act and the upcoming Data Act. In relation to Data quality, the BDVA/DAIRO community has also emphasized the topic as a mean to, among other benefits, achieve fairness and avoid discrimination. The need for different metrics has been stressed by the community in areas such as Data quality, interpretability, explainability, predictive accuracy, robustness, fairness, computational complexity and very importantly in risk-assesment in alignment with standardisation efforts and results. 

In addition to the above-mentioned topics (Data and Data Governance for AI, the need to develop frameworks and tools to speed up the adoption of industrial AI, and the balance innovation-regulation) the BDVA/DAIRO community has stressed the importance of and provided feedback and recommendations to i) the scope and impact of the draft AI regulation; ii) the notion and components of trustworthiness in the regulation; iii) risk assessment and classification: iv) life-cycle of products, and v) opportunities for SMEs.

The recommendations consider also the need for the establishment of safe environments for better testing. Access to knowledge, testing, experimentation and ecosystem are key factors for success in particular for SMEs. The association acknowledges that the proposed plan for an AI Regulation comes with a new updated Coordinated Plan on AI addressing these topics, but calls up for the importance of investing in federated experimental networks such as the European Federation of i-Spaces or Big Data Innovation Hubs. These networks can not only provide access to knowledge, innovation, testing and ecosystem to SMEs and startups in context of the new AI regulation, but can offer opportunities to legislators in supporting collaboration between innovators and standardisation experts.
",PUBLISHED,micro,Mattia,COM(2021)206,2021-08-04 10:25:50,withinfo,24212003,closed,,,
en,2665293,CHE,business_association,European Test Publishers Group (ETPG),Florance,"The European Test Publishers Group (ETPG) was founded in 1991. It’s a not-for-profit industry body, focused on improving psychological assessments and their impact on European society.  27 European psychological test publishers are members. They are required to meet legal and professional distribution standards and scientific development methods. They meet annually to look at ways our industry can reflect changing ethical, professional, and scientific needs. 

We thank the Commission for their work and welcome rules on Artificial Intelligence (AI) implementation to harness the full potential and benefits of this technology, while continuing to “put people first” in all instances. 
However, we do have serious concerns to be considered as the regulations are debated, given the current standards for fairness and privacy already used by our members.

(1)	We suggest, as have several other organizations, that the risk-based approach in Title III be revised to contain more levels than the three now proposed. This will provide better differentiation between the types of industries and organizations using AI. We agree with many comments that the current High-risk category is too inclusive and should be more granular, so that the precautions mandated, and regulations implemented, are appropriate for different industries. Psychological, occupational, and educational assessments have for decades utilized automated scoring processes (to minimize human error) which could be considered as “AI” technology within the current definition. However, the interpretation of the results of this scoring can only be carried out by a professional and never left to mere digital automatism. 

Assessments in our industry are created by scientific professionals for use by practicing professionals in psychology, education, and human resources, and we are committed to continued steps to bring attention to the importance of responsible and ethical AI use. We promote this through the distribution of publications (see attached white paper on “Artificial Intelligence and the Testing Industry” from the Association of Test Publishers) and  conferences featuring discussions and engagement on AI in assessment. 

(2)	We encourage reviewers to take more care in imposing documentation regulations on AI systems, particularly those related to psychological assessment. Fairness and privacy are central to our work, and we regularly conduct research to ensure our assessments are fair for all individuals, particularly when used for high-stakes decisions (such as clinical diagnosis, employment, or university acceptances). Technical manuals ensure all our procedures are transparent. AI used in our assessments will always be built on the foundations of rigorous science; we would never make a decision that affects an individual solely based on AI. 

However, to ensure fairness in test administration and interpretation we often must rely on AI technology, particularly in a world which necessarily operates remotely. In these cases, we keep clear records of all applied methodologies and data models, employ human oversight, and apply positive framing to any outcomes. The regulations need to consider and reflect the current oversight and standards for fairness and privacy already utilized by assessment publishers.

(3)	We urge regulators to hold public discussions with organizations and associations that have taken the time to provide specific feedback before regulations are approved. These discussions can be part of your presentation to the European Parliament and Council, as the information we have provided, for example, would be critical in understanding the need for more differentiation in the guidelines. Any legislative debate would therefore be more informative for all concerned, and result in subsequent regulations that are transparent, reasonable, enforceable, and effective.
",PUBLISHED,micro,Ianr,COM(2021)206,2021-08-04 10:19:07,withinfo,24212003,closed,,,
en,2665292,DEU,business_association,Bitkom e.V.,Klingholz,"Dear Madam/Sir,

attached you find the Bitkom position regarding the AI Act proposal.

Best regards
Lukas Klingholz & David Adams",PUBLISHED,medium,Lukas,COM(2021)206,2021-08-04 09:58:47,withinfo,24212003,closed,535 183 0264 - 31,,
en,2665289,FRA,other,ETSI,DOR,"ETSI welcomes the draft Regulation on AI presented by the European Commission (EC) at 
https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52021PC0206. 
The draft Regulation builds on the processes of the New Legislative Framework (NLF) putting harmonised European Standards into the focus of demonstrating compliance with the regulatory requirements. 
This is in line with the view of ETSI that ""The NLF should be used for technical regulation in new areas including AI and data."" (e.g. expressed by the Task Force Bildt Report, https://www.etsi.org/images/files/ETSI-Report-of-the-Task-Force.pdf, p. 11). 

(see full text in file enclosed0",PUBLISHED,medium,margot,COM(2021)206,2021-08-04 09:29:49,withinfo,24212003,closed,474710916419-15  ,,
en,2665287,FRA,eu_citizen,,,"This proposal for a legal act has  option 3 towards  establishing ''MANDATORY REQUIREMENTS'' instead of ''PROHIBITION or OBLIGATIONS''.  Eu is not a technology organisation to  specify  procurements or standards or ''encouraging the development of standards'' to be for the sole EU island. The standards are found & recognized to be the best worldwide . 

This wireless law is based among other things ''on delegated acts to be adopted under the RED'' defined in Ares(2019)476926-28/01/2019.  Where, the last parapraph states: ''...this initiative does not require adoption by the Member States of new transportation/implementation measures''

A  wireless law  ought to  list the wrong doings affecting ''protection of personal data, non- discrimination, product safety and product liability'' as far as any simple EU citezen is concerned and a  technical  industry/ies alone. 
I noticed:
GRDP is reduced by Google, Microsoft,  … & even by  ISP's to tick many times, when a  publication is forwarded to authorize cookies: Advertizers, Geolocalisation, etc...
 if an IBAN can be  known by a party, without authorisantion a withdrowal from  bank account is possible. 
Tried to  order from my recurrent  supplier an article. For some reason the order canceled  no way to be erased. The Accounting bot lists debits and the IA claims settlements ...
So, I think any IA developped should be tested by a  Single, secure & Unique Trust Centre (SSUTC) to verifying the  Machine Learning rights and obligations... Such  SSUTC can replicated & identical  in each EU Member State and be upadated real-time M2M...",PUBLISHED,,,COM(2021)206,2021-08-03 22:12:57,anonymous,24212003,closed,,,
en,2665284,USA,ngo,Thorn,Slifer,"Thorn welcomes the opportunity to provide feedback on the Commission's proposal for artificial intelligence regulation. Thorn is a US-based nonprofit organization that builds technology to defend children from sexual abuse and online exploitation. At Thorn, we believe in the power and potential of government, NGOs, and tech companies working together to eliminate child sexual abuse material online. That goal cannot be achieved by just one of these entities alone, and we are grateful for the European Union’s leadership. We believe that tailored and precise artificial intelligence legislation is necessary to ensure that child users' privacy and safety is protected.
Legislation on artificial intelligence should allow for innovation and growth in technology that protects children online.  If regulation does not allow for this kind of innovation, then we will continue to be behind the curve of individuals exploiting children online.  At Thorn we are always working to innovate and refine our technology to protect children. We, and our partners in the child protection ecosystem, need the flexibility to continue to create cutting edge technologies to eliminate child sexual abuse material from the internet. If regulation becomes indiscriminate, or doesn’t provide necessary flexibility for this specific use case, it can create unintended consequences that could deter the development of new technologies to protect children online.  
In the space of child protection, there are well established technologies that have been tested and refined for over a decade but many of the most cutting edge technologies still need the space for further innovation.  These technologies have proven results of finding and saving children from online sexual exploitation. Tailored technological solutions in this space are the future of protecting children from online exploitation and there needs to be a legislative framework that allows for this crucial work to continue.  We understand the concerns that some AI applications could lead to the invasion of individual users' privacy but child advocacy organizations have always worked towards surgical and balanced solutions in order to protect children online.  
AI and machine learning are important tools when it comes to online child protection - from text analysis that can prevent the grooming of a child for abuse, to facial recognition technology that can identify missing and/or exploited children's photos.  When a child is missing or exploited law enforcement needs the tools that can help them find these children in the quickest and most efficient ways possible. When leveraged safely and responsibly, facial recognition can be one of the tools used to identify child victims of sexual abuse.  The ability to use tailored, specific, and regulated “after the fact” facial recognition technology on images and videos of child victims is vital to expedite law enforcement efforts to find and protect children.  
Child sexual abuse detection technologies are cutting edge and designed to protect the most vulnerable population in our society.  Given this sensitivity, we agree that safeguards and greater transparency are necessary for artificial intelligence technology used in this space. The artificial intelligence regulation must find a balance that protects the general public’s privacy while still allowing for technology designed to protect children. We must not allow offenders the ability to reverse engineer technologies designed to keep our children safe. Any enhanced transparency should not impede the development of technologies that are used to protect children online.
",PUBLISHED,medium,Emily,COM(2021)206,2021-08-03 20:49:25,withinfo,24212003,closed,854246640306-96,,
en,2665281,BEL,business_association,ACT | The App Association,Bosch,"Please find attached the feedback of ACT | The App Association (Transparency Reg. # 72029513877-54) to the European Commission’s proposed Artificial Intelligence Act.


Anna Bosch
Policy Associate
ACT | The App Association (Transparency Reg. # 72029513877-54)
Rue de Trèves 45
B-1040 Brussels",PUBLISHED,small,Anna,COM(2021)206,2021-08-03 20:11:27,withinfo,24212003,closed,72029513877-54,,
en,2665266,GBR,ngo,5Rights Foundation,Barrington-Leach,"5Rights Foundation warmly welcomes the aims of the AI Act to ensure the development, marketing and use of artificial intelligence in conformity with Union values and a high level of protection of health, safety and fundamental rights.

In particular the provisions in Recital 28, Article 5.1 and Article 9 together make for ground-breaking legislation, which both recognises and defends children’s existing rights in the digital world, in line with the EU Strategy on the Rights of the Child 2021-2024. This has the potential to make the EU a world leader in ensuring children’s rights in the digital world and, together with a similar recognition in related EU regulation, transform the digital sphere into a place where children can be safe and prosper, in Europe and beyond. It will be critical to maintain them in the final adopted law. 

Regarding Title II - Article 5.1.a and 5.1.b – We welcome the ban on AI systems that use subliminal techniques to manipulate users and those that exploit the vulnerabilities of children. However, there is no means to enforce these provisions in the current text. It will be critical to fill this gap. 5Rights is working on a detailed framework for the oversight of AI systems in order to ensure transparency and the rights of the child and will share with the Commission in the coming months.

Regarding Title III on High Risk AI Systems:
- 5Rights maintains that all AI systems likely to be accessed by or have an impact on children should be considered high-risk and subject to risk assessment and mitigation measures. Children may be less able to recognise that they are interacting with and impacted by AI and less able to fully understand the implications thereof. They often lack the resources to respond to instances of bias or to dangerous content which has been amplified by AI technology. Children may be less able to react, manage stressful situations or seek redress. Their negative impacts can be more severe and longer-lasting on children than for adults.
- The legal framework defining which AI systems are effectively high risk must be robust and future-proof. The complexity of the proposed system (based on the application of secondary legislation) may lead to loopholes.

5Rights Foundation also calls for the inclusion of the following elements in order to ensure children’s rights:
- In Article 3 a clear definition of children as all those under the age of 18, as per UNCRC Article 1.
- The broader recognition of children as de-facto or likely users, even if they are not the intended users. This is critical for training data and for innovation sandboxes. Recital 44 could be amended to include “likely” users. A para could be added further to Recital 72 and Article 53 to the effect that sandboxing schemes should systematically use a diverse set of use cases and users, and consider the specific rights and needs of children.
- Ensuring that children are not subjected to the same level of personal responsibility as adults for understanding risk – children require an exemption to Recital 58 and Article 29, to ensure that when high-risk AI systems are likely to be used by children, the burden of responsibility for the safety and respect of fundamental rights of child users rests primarily upon the AI providers and operators.
- Ensuring that information and training for systems likely to be used by children is in a format and language that children can easily access and understand. (Recital 70, Article 13)
- Ensuring that data collected in post-market monitoring includes the age or age ranges of end users. (Article 61)
",PUBLISHED,small,Leanda,COM(2021)206,2021-08-03 17:09:25,withinfo,24212003,closed,373653640889-82,,
en,2665262,AUT,public_authority,"Federal Ministry for Social Affairs, Health, Care and Consumer Protection",REIFFENSTEIN,"Eine rechtliche Regulierung von KI-Systemen ist dringend notwendig. Das AIA wird daher grundsätzlich begrüßt, bedarf aber einer ausführlichen Diskussion insb aus Sicht der betroffenen Konsument*innen. 
Der risikobasierte Ansatz ist sinnvoll, berücksichtigt aber leider keine wirtschaftliche Risiken. Dies greift zu kurz, wenn man an zunehmendes personalisiertes Marketing/Profiling denkt, einschließlich personalisierter Preise. Konsument*innen erhalten immer öfter nur Ausschnitte der Angebotswelt. Vieles wird ihnen vorenthalten oder zB bei smarten Geräten für sie entschieden, ohne dass sie häufig den Grund dafür kennen. Bonitätsscoring ist gem Annex III auch nur dann hochriskant, wenn es nicht durch Klein(st)unternehmer erfolgt. Das Risiko steht aber in keinem Verhältnis zur Größe eines Unternehmens. Auch Emotionserkennung gilt offenbar nicht als hochriskant, sondern unterliegt ausschließlich der Informationspflicht gem Art 52. Die Definition der KI-Systeme ist zwar breit. Der Kern der Regelungen gilt aber nur für hochriskante KI. IoT-Anwendungen erfordern – mit Ausnahme von Infrastrukturleistungen – bedauerlicherweise keinerlei Verpflichtungen für den Anbieter.
Die Liste der verbotenen KI-Systeme greift ebenfalls zu kurz. So verbietet Art 5 Abs 1 lit a KI-Systeme mit unterschwelliger Beeinflussung nur dann, wenn damit ein Schaden einhergeht, während die AVMD Richtlinie etwa Schleichwerbung generell verbietet. Das Abstellen auf einen Schaden sollte daher gestrichen werden. Dasselbe gilt für Art 5 Abs 1 lit b. Auch das Verbot von social scoring, das grundsätzlich begrüßt wird, ist zu eng gefasst (kein Verbot der Primärnutzung von Daten für social scoring, wenn „verhältnismäßig“, kein Verbot KI-basierter sozialer Auslese durch Unternehmen). Überwachungsmaßnahmen außerhalb von Echtzeit-Fernidentifizierungssystemen werden ebenfalls nicht erfasst. Diese Liste bedarf einer grundlegenden Überarbeitung.
Ein weiterer grundsätzlicher und schwerwiegender Kritikpunkt liegt darin, dass Betroffene keinerlei Informations- oder sonstige Betroffenenrechte außerhalb der DSGVO haben und Diskriminierung daher kaum einschätzen können (zB bei Bonitätsprüfung).
Noch schwerer wiegt, dass der VO Vorschlag keinerlei Rechtsbehelfe oder haftungsrechtliche Ansprüche für Betroffene vorsieht. Die Kontrolle erfolgt damit ausschließlich behördlich. Der zivilrechtliche Vollzug wird in keiner Weise adressiert. Unklar ist auch, wer Recht auf Einspruch gegen Entscheidungen notifizierter Stellen hat („Beteiligte…, die ein berechtigtes Interesse an einer solchen Entscheidung haben“, ohne Erläuterung des berechtigten Interesses). Wenn die Produkthaftungsrichtlinie nicht in ausreichendem Ausmaß geändert wird, müsste das AIA jedenfalls durch Haftungsregelungen ergänzt werden. Hinsichtlich der Rechtsdurchsetzung sieht der VO Vorschlag auch keine Änderung der VerbraucherbehördenkooperationsVO (CPC) oder der VerbandsklagenRL hinsichtlich einer Ausweitung des Anhangs vor, sodass auch hier kein erweitertes zivilrechtliches Schutzniveau für Verbraucher*innen geschaffen wird.

Schließlich bedarf es einer umfassenden Diskussion der vorgeschlagenen Konformitätsbewertungsregelungen. KI-Systeme, die in den Annex II fallen, sind gem Art 6 Abs 1 nur dann als KI mit hohem Risiko zu qualifizieren, wenn sie einer externen Zertifizierung unterliegen. Ob dies der Fall ist, muss nach der jeweiligen New Approach Richtlinie geprüft werden. Die New Approach Richtlinien sehen aber nur in wenigen Fällen eine Drittzertifizierung vor. Das Risiko durch Verwendung eines KI-Systems konnte aber zum Zeitpunkt der RL noch nicht mitbedacht werden (s. zB die Puppe Cayla). Auch bei Annex III-Anwendungen wird eine interne Konformitätsbewertung häufig nicht ausreichen, wie dies Art 43 festlegt. Jedenfalls für Biometrie und Bonitätsbewertungssysteme darf eine interne Bewertung nicht ausreichen. Biometrische KI-Systeme sollten einer Zustimmung der Betroffenen bedürfen.
",PUBLISHED,large,Maria,COM(2021)206,2021-08-03 15:36:07,withinfo,24212003,closed,,national,authority
en,2665260,ESP,business_association,Adigital,,Please find attached Adigital´s contribution to the European Commission´s proposal on the Artificial Intelligence Act,PUBLISHED,small,,COM(2021)206,2021-08-03 14:48:41,anonymous,24212003,closed,972127919039-72,,
en,2665256,BEL,ngo,Wikimedia (FKAGEU),DIMITROV,"Wikimedia operates a number of online platforms that offer access to and re-use of the world's largest freely available datasets. These are used widely as training data for machine learning algorithms. 

Wikimedia also develops and operates machine learning algorithms, mainly with the goal to make volunteer editors' work more efficient. One such example is ORES (https://www.mediawiki.org/wiki/ORES), a service that helps detect vandalism on Wikipedia and its sister projects. 

Wikimedia worries about inherent biases in our data that are magnified by machine learning services. We constantly strive to recognise and remedy these. In 2019 we published a research on ""Ethical and Human Centered AI"" that we commissioned. It looks into the challenges and biases we were able to make out on our own projects. 

From our experience  one of the key tasks we have as a society in applying ML/AI software is to detect and correct biases. Biases are real-life discrimination practices that are also present it the datasets and magnified by the operation of AI tools. 

One feature our ORES has is a so-called ""feature-injection"". Basically anyone can test the system by providing a an input (a user's edit history and a new edit) and checking whether the ""vandalism"" flag would be triggered. This can happen with either the live data from the projects or synthetic data provided by the tester. From our experience this opportunity to test the system for concrete biases (""Are female sounding editor names more likely to be flagged as vandals?"") helps in detecting discriminatory practices. 

Article 52
This is why we would like to consider if it would be possible to offer civil society groups or the general public a ""testing option"" for AI applications run by the public sector. This was a Roma rights organisation, for instance, could check whether software run by the local police force is unfairly biased against this group. One place such a ""testing option"" could be included is in Article 52 and address uses of AI software by the public sector.

Article 3
A further comment we have is on the definition of providers in Article 3. Many of the obligations of the Regulation are attached to providers, yet it seems very unclear who this is - the software developer, the reseller of the software, the service provider or the organisation using it? It seems very important to have a crystal clear definition that will easily be understand by a Finnish police authority, a Bulgarian software developer and an Irish trademark owner, alike. 

Oversight authority
To ensure human oversight it is important for users and civil society to have access to enough information about how AI systems work. But is is also important to know which authority is responsible and what redress mechanisms citizens have. The Regulation remain unclear about how and where users can get help or file complaints/demands. It might be a good idea to specify this. The European Data Protection Board is a EU level authority that already has considerable knowledge and experience in the area of large datasets, models and algorithms. 
   ",PUBLISHED,micro,Dimitar,COM(2021)206,2021-08-03 13:29:20,withinfo,24212003,closed,191538712765-84,,
en,2665252,BEL,trade_union,COV (Christelijk Onderwijzersverbond),De Vocht,Attached you can find COV's position on the European Commission's proposal on the Artificial Intelligence Act. We thank the EC for giving us the opportunity to give feedback. ,PUBLISHED,small,Babs,COM(2021)206,2021-08-03 12:49:05,withinfo,24212003,closed,,,
